sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"135","135화","법보다 주먹(완전판)! 135화","포주 장부에는 성매매 단골 1,260명과 착취 현금 50억이 있다.","범죄 수익을 물탱크에서 꺼내 사회 이슈·조직 재편 자금으로 바꾼다.","명단 전원을 조사하고 항구파 자금·나와바리를 해체한다.","참고인 출석을 대량 통보하고 불응자는 영장 청구, 물탱크를 부숴 현금을 기자 앞에 공개한다.","억울한 카드 대여자도 섞이고 범죄조직 하나를 없애면 신동파가 즉시 빈자리를 차지한다.","‘물탱크 돈탱크’가 유행하며 지하경제 수사 여론이 생기고 유동근은 신동파로 군산 신세계 프로젝트를 시작한다.","항구파는 와해되고 검찰은 1,260명 사회망을 손에 넣는다.","세계","공식 수사가 조직을 비우자 청명회가 통제 가능한 신동파를 세워 암흑 질서를 관리한다.","동철은 명득과 술을 마시며 자신이 모르는 주변 세력 규모를 느낀다.","항구파 와해; 50억 압수","신동파 통제; 1,260명 처분; 배후 봉고차","물탱크 50억과 신세계","high"
"136","136화","법보다 주먹(완전판)! 136화","이슈 덕에 성매매 참고인 영장이 쉽게 발부되고 수사는 석 달째 이어진다.","성과가 커질수록 내부 유출 한 명이 전체 수사를 헛돌게 만든다는 비용을 드러낸다.","사라진 봉고차와 내부자를 끝까지 찾는다.","박태복 등 거짓말하는 명단자를 구치소로 보내고 오 수사관이 CCTV를 계속 보게 한다.","상부는 종결을 압박하고 오 수사관은 폐인처럼 지치며 미스 선 실무관이 정보를 흘렸을 가능성이 나온다.","명득은 내부자가 처음부터 수사 상황을 배후에 넘겨 칠곡 증거가 지워졌다고 결론낸다.","동철은 실패 원인을 잡고 미스 선의 1억 뇌물 환수를 결심한다.","관계","검사실 내부 동료였던 미스 선이 신뢰를 배반한 수사 방해자로 뒤집힌다.","가평 잣공장의 박 사장은 6개월 잠복을 명령해 더 큰 배후임을 드러낸다.","성매매망 대량 처분","미스 선 체포; 가평 박 사장; 봉고차","내부자 때문에 탄 증거","high"
"137","137화","법보다 주먹(완전판)! 137화","가평 박 사장은 중국 송환 사형을 피하려 조직에 6개월 복지부동을 명령한다.","내부자를 잡아도 배후를 놓친 수사 실패를 인정하고 다시 칠곡 현장으로 간다.","미스 선을 체포하고 남은 물증 한 조각을 찾는다.","검사실에서 실무관을 긴급구속한 뒤 조명득과 칠곡 전소 현장을 샅샅이 뒤진다.","핵심 증거가 이미 사라졌고 동철은 평검사로 끝장을 보려는 이상과 좌절 사이에서 폭음한다.","박 사장은 미스 선이 자기 정체를 모르므로 안전하다고 판단하고 강솔미는 군산 모텔 공갈 사업을 준비한다.","동철은 내부 배신은 정리하지만 배후에 닿지 못한 실패를 분명히 인식한다.","관계","명득은 실패한 동철과 끝까지 현장을 돌고 술을 마시는 유일한 동반자다.","강솔미의 몰래카메라 공갈과 박 사장 잠복이 다음 잠재 위협으로 열린다.","미스 선 내부유출","박 사장 배후; 강솔미 군산 공갈","칠곡에서 끊긴 꼬리","high"
"138","138화","법보다 주먹(완전판)! 138화","강솔미는 군산 모텔에 센서 카메라를 심고 동철 수사 공백을 노린다.","큰 사건의 끝을 추성호·은설의 합법 결혼이라는 개인 약속으로 따뜻하게 결산한다.","은설의 체류 문제를 해결해 둘이 함께 살게 한다.","군청 혼인신고와 출입국 조사에서 보증인이 되어 밀항 배경·진짜 관계를 설명한다.","참고인 송환 원칙과 위장결혼 의심 때문에 동철도 개인 보증 책임을 진다.","출입국 조사관이 진정성을 인정해 은설에게 국민 배우자 체류 자격을 준다.","추성호와 은설은 합법 부부가 되어 더는 숨어 사랑하지 않아도 된다.","관계","동철은 수사 미끼로 재회시킨 두 사람에게 실제 결혼·체류라는 약속을 완수한다.","다른 피해 신부들의 합법 체류 지원과 다음 끔찍한 사건이 기다린다.","추성호 약속 이행","다른 피해 여성 체류; 강솔미 몰카","F4 비자로 지킨 사랑","high"
"139","139화","법보다 주먹(완전판)! 139화","동철은 세 피해 신부의 체류 보증까지 반복해 출입국 사무소를 찾는다.","구조 후 삶까지 챙기는 여진 뒤 아동 토막살인과 정치 스카우트로 규모를 바꾼다.","새로 배당될 잔혹 사건의 사실부터 확인한다.","출입국 직원을 설득하고 지검장 회의 끝 사건 기록을 받아 실무관 최소정과 검토한다.","미성년 범인은 최고 20년 한계가 있고 처참한 피해 때문에 담당 검사가 여론 비난을 받을 수 있다.","지검장은 욕먹기 좋은 사건이라 동철에게 주고 여당은 총선 바람몰이용으로 그를 영입하기 시작한다.","동철은 현실 형량 한계를 알면서도 수사 방향을 고민하고 정치권의 주목을 받는다.","지위","군산 수사 스타 박동철이 양대 정당이 탐내는 총선 카드로 격상된다.","야당까지 경쟁 영입에 나서고 지검장은 은설 체류 때문에 동철을 찾는다.","피해 신부 체류","아동 토막살인; 정치권 영입","욕먹기 좋은 사건과 총선 카드","high"
"140","140화","법보다 주먹(완전판)! 140화","여야 모두 박동철 영입을 위해 의원을 군산으로 보낸다.","정치 권력 유혹과 대형 사건 최종 구형을 같은 날 충돌시킨다.","인신매매 주범들에게 거래 없는 최고 구형을 하고 다음 선택을 보류한다.","법정에서 표창우 등 열 명에게 자백 거래 기대를 깨는 엄한 구형을 준비하고 선배 전화를 받는다.","지검장은 은설 송환 문제와 정치권 압력 사이에서 곤란하고 동철의 구형은 수사협조 신뢰를 해칠 수 있다.","여야 의원 모두 저녁 약속을 잡으려 해 검사 사건이 정치 입당 경쟁으로 번진다.","표창우가 믿었던 ‘싸게’ 거래가 무너질 조짐과 동철의 정치적 가치가 동시에 선다.","지위","동철은 지역 평검사이면서 양대 정당이 국회의원 후보로 쟁탈하는 공적 인물이 된다.","저녁 정치인 만남과 새 잔혹 사건 수사가 이어진다.","인신매매 공판","정치 영입 선택; 토막살인 착수","법정 밖 양당 쟁탈전","high"
"141","141화","법보다 주먹(완전판)! 141화","여당 박두선 의원은 군산 법대 동문 모임을 열어 동철을 기다리고 배우 오미선은 은희와의 비교에 상처받는다.","정치 스카우트의 화려함 뒤에 명득·미선 커플의 열등감 비용을 병치한다.","정치권 호출과 주변 관계의 균열을 모두 무리 없이 넘긴다.","동문 선배들의 압박을 받으면서도 약속 장소에 늦게 가고 명득의 연애 고민도 듣는다.","현직 의원과 선배들이 한편이고 오미선은 톱스타 은희 때문에 자신이 초라하다고 느낀다.","동철은 박두선의 회동을 ‘굴러온 똥’처럼 처리하겠다고 마음먹는다.","정치인에게 굽히지 않는 동철의 태도가 선배 전화 한 통으로 즉시 확인된다.","지위","동철은 영입 대상이면서도 의원을 접대하지 않는 독립적 검사로 선다.","늦게 도착한 동철이 술자리의 주도권을 어떻게 뒤집을지가 걸린다.","인신매매 공판","박두선 영입; 미선의 열등감","굴러온 정치 제안을 치우는 법","high"
"142","142화","법보다 주먹(완전판)! 142화","박두선과 군산 동문들은 동철을 띄우며 입당을 압박한다.","권력자의 술자리 문법을 동철식 과음 응징으로 바꿀 준비를 쌓는다.","명시적 거절 없이 정치 스카우트를 무력화한다.","지각한 채 식당에 들어가 모두의 잔과 분위기를 살피며 폭탄주 판을 설계한다.","법조 선배와 현역 의원의 체면 때문에 정면 거절은 향후 인사 비용을 부를 수 있다.","동철은 자신을 기다린 박두선에게 먼저 큰 잔을 권하며 접대의 방향을 뒤집는다.","아랫사람이어야 할 동철이 술자리 진행권을 가져오는 통쾌함이 지급된다.","관계","박두선의 영입 면담은 정책 대화가 아니라 동철이 조종하는 술판으로 변한다.","동철이 만든 특제 폭탄주가 의원의 판단력을 어디까지 무너뜨릴지 남는다.","동문 회동 참석","박두선 만취 계획","정치 스카우트 폭탄주","high"
"143","143화","법보다 주먹(완전판)! 143화","동철은 거대한 폭탄주를 연달아 돌려 박두선과 동문들을 만취시킨다.","권력자의 회유를 육체적 버티기 승부로 치환해 즉시 웃음과 거절을 함께 준다.","입당 확답을 피하고 정치 모임을 스스로 끝낸다.","강한 술을 배합해 건배를 반복하고 끝까지 멀쩡한 채 쓰러진 선배들을 정리한다.","의원을 공개적으로 모욕하면 보복받을 수 있어 겉으로는 극진한 후배 행세를 유지해야 한다.","박두선은 영입 성과 없이 인사불성이 되고 동철만 약속에서 빠져나온다.","동철은 정치권의 서열을 술 한 잔으로 뒤집고 선택권을 지킨다.","지위","양당 영입전은 동철의 확답 없이 지연되고 박두선에게 사적 약점이 생길 조건이 마련된다.","취한 박두선이 숙소에서 부적절한 여자를 찾으며 새 사고를 부른다.","박두선 면담","박두선 숙박 사고","의원까지 눕힌 폭탄주","high"
"144","144화","법보다 주먹(완전판)! 144화","만취한 박두선은 호텔에서 여자를 찾고 강솔미와 기성은 군산 모텔의 몰래카메라를 회수하러 돌아온다.","정치인의 성적 약점과 연쇄 몰카범의 귀환을 한 장소권에서 교차시켜 위협을 키운다.","은희와의 비밀 재회를 지키면서 강솔미의 흔적을 잡는다.","청명회 모니터 요원들이 터미널 CCTV 석 달치를 훑고 동철은 은희가 기다리는 모텔로 향한다.","솔미 일당의 카메라가 모텔 곳곳에 남아 있고 은희의 방문이 알려지면 배우 경력과 관계가 손상된다.","수십 명의 추적 끝에 강솔미가 군산으로 돌아온 화면이 포착된다.","실종된 몰카범의 현재 동선이 처음 확보되고 동철·은희는 짧은 재회 보상을 얻는다.","정보","수사는 막연한 과거 영상 검토에서 실시간 회수범 검거 단계로 넘어간다.","은희가 결혼을 재촉하는 밤, 객실 안 숨은 카메라가 둘을 보고 있다.","박두선 영입 회피","강솔미 귀환; 은희 몰카 위험","비밀 연인과 숨은 렌즈","high"
"145","145화","법보다 주먹(완전판)! 145화","은희는 동철 어머니에게 이미 딸처럼 인정받았다며 결혼을 원하고 청명회는 강솔미를 좁혀 간다.","달콤한 결혼 약속 바로 뒤에 촬영·협박 위험을 붙여 행복의 비용을 체감시킨다.","은희의 마음을 받아주되 비밀 노출을 막는다.","은희와 밤을 보내고 어머니에게 연락하겠다고 약속하는 한편 명득의 탐문 보고를 받는다.","톱스타 은희의 사생활 영상은 두 사람뿐 아니라 가족과 검사 신뢰까지 파괴할 수 있다.","동철은 객실 안에서 누군가 지켜본다는 감각을 느끼고 흥분 대신 수색 모드로 바뀐다.","은희와 가족이 될 가능성이 확인되는 동시에 동철의 위험 감지가 작동한다.","관계","연애는 결혼 논의로 진전되지만 공개될 수 없는 약점도 더 커진다.","동철이 렌즈를 발견하고도 촬영자를 속이려 한다.","은희 결혼 의사","객실 몰래카메라; 회수범 매복","결혼 약속을 엿보는 눈","high"
"146","146화","법보다 주먹(완전판)! 146화","동철은 모텔 객실의 센서 카메라를 찾아내고 촬영자가 눈치채지 못하게 은희와 연기를 이어 간다.","사생활 침해를 즉시 분노로 터뜨리지 않고 역추적 미끼로 바꾸는 수사 쾌감을 준다.","은희를 무사히 돌려보낸 뒤 카메라 회수범을 현장에서 잡는다.","렌즈 각도를 확인하고 일부러 입맞춤을 이어 가며 은희가 변장해 떠난 뒤 명득에게 매복을 지시한다.","카메라를 바로 떼면 강솔미가 도망가고 영상을 남기면 은희에게 실제 피해가 생긴다.","동철은 영상을 통제하면서도 도둑에게 정상 작동 중이라는 신호를 남기는 양면책을 택한다.","몰카의 피해자가 될 순간을 범인 포획용 덫으로 역전한다.","정보","객실 카메라는 강솔미를 부를 증거물이자 미끼가 된다.","솔미와 기성이 사라진 카메라를 되찾으러 모텔로 들어온다.","객실 위협 감지","강솔미 현행 포획","톱스타 몰카를 덫으로","high"
"147","147화","법보다 주먹(완전판)! 147화","명득은 미선이 은희와 비교되며 흔들린다고 털어놓고 강솔미는 카메라 회수를 위해 객실에 접근한다.","주변 연인의 감정 비용을 챙기면서 범인이 스스로 덫에 들어오는 기다림을 지급한다.","명득에게 관계의 핵심을 짚어주고 솔미의 진입을 놓치지 않는다.","미선의 열등감이 사랑 부족이 아니라 공개 비교에서 왔음을 말하고 모텔 출입 동선을 감시한다.","감정 상담에 집중하면 현장 체포를 놓치고 솔미는 카메라가 없어진 순간 도주할 수 있다.","강솔미가 직접 문을 열어 카메라를 찾는 순간 동철의 매복 범위 안에 들어온다.","장기 CCTV 수색의 수고가 범인 자발적 귀환으로 보상된다.","관계","명득은 미선의 상처를 이해할 실마리를 얻고 몰카 수사는 현행 대면 직전이 된다.","한편 박두선에게 벌거벗은 사진을 든 협박 전화가 온다.","강솔미 동선 포착","몰카 체포; 박두선 협박","두 커플을 흔드는 카메라","high"
