sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
462,462,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,5,8,7,0.26,0.22,0.18,0.09,0.25,태우통신의 국제망 1티어 확정과 AT&T·손정우·구글·아마존·페이스북의 10조 원 해저케이블 발표가 통신지위를 눈에 보이게 바꾼다. 태우 직접부담 약 1조 원과 경쟁사 침묵을 짚은 뒤 한 달 새 약 10달러 내린 유가로 전환한다.,L80891~L81043
463,463,DCA-N41,N41·일본 품질정보·북미에너지·가이아나 위기전 포지션,9,4,8,0.42,0.23,0.08,0.18,0.09,"연구소 재시험에서 JIS 공개수치와 실제 알루미늄 값이 어긋나자 자동차·항공 부품을 조용히 교체한다. 일본 품질조작이라는 시간우위를 잡은 뒤 데이비드가 알래스카 유전 참여기업이 나타났다고 알려, 실험실의 위험이 미국 자산 미끼로 이어진다.",L81044~L81207
464,464,DCA-N41,N41·일본 품질정보·북미에너지·가이아나 위기전 포지션,5,7,7,0.23,0.13,0.31,0.08,0.25,알래스카 400억 달러 투자와 미국 측 5퍼센트 참여안을 흥정한다. 거대한 개발비를 누가 내고 어느 만큼 소유할지 숫자를 맞추는 동안 국가정책이 지분표로 바뀐다.,L81208~L81389
465,465,DCA-N41,N41·일본 품질정보·북미에너지·가이아나 위기전 포지션,5,8,6,0.31,0.18,0.10,0.06,0.35,"가이아나 펀드 70퍼센트 지배, 이더리움 8달러에서 200달러 근접과 암호화폐 매도개시가 먼저 지급된다. 뒤에서는 메타버스를 AI센터 공식사업으로 승인해 인재·특허·기업·VR 인수권을 열지만 실제 제품은 없어, 물질회수 뒤 위험투자 결정에 머문다.",L81390~L81551
466,466,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,6,6,7,0.33,0.20,0.10,0.07,0.30,신약 현금을 소재·제약·화학에 재배치하고 정보망과 코인 청산시점을 점검하는 준비 회차다,L81552~L81719
467,467,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,7,6,7,0.28,0.15,0.20,0.11,0.26,호남 인재 가산점·1만 명 고용과 중국 내연기관 공장 철수의 정치 방패를 먼저 최재석과 맞춘다. IIT 대학원생 여섯 명의 AI 사무프로그램에 장학금·특허 매입·태우 취업을 지시하는 후반은 실제 채용과 특허 이전 전이라 인재 발견의 기대를 길게 남긴다.,L81720~L81885
468,468,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,7,5,8,0.26,0.22,0.20,0.12,0.20,범죄자금 추적과 장경준에게 흘린 공장 정보가 인수경쟁을 불러 전략 행동과 관계 압박이 맞선다,L81886~L82070
469,469,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,8,5,8,0.22,0.17,0.32,0.09,0.20,"한 부회장은 단독협상처럼 보이도록 답을 늦추고 일본 업체들의 유럽 진출 욕망을 자극해 러시아 공장 묶음을 내민다. 도요타가 가격을 받아들이고 연합 구성 시간을 요청하는 데서 멈춰, 계약금보다 누가 먼저 동료를 모아 올지가 마지막에 남는다.",L82071~L82248
470,470,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,8,9,6,0.15,0.22,0.17,0.09,0.37,러시아 공장 임대계약에 서명하고 5조 원을 받아 도요타에 2년 빌려주는 현금·계약 지급이 중심이다. 로만이 신규공장 설명을 받아들여 크렘린 오해를 풀겠다고 약속하면서 철수계획은 생산연속성과 외교완충선을 동시에 얻는다.,L82249~L82431
471,471,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,6,7,7,0.29,0.12,0.34,0.08,0.17,리강에게 중국 공장 축소를 일대일로 재배치로 설명한다. 철수를 모욕이 아니라 중국의 대외사업을 돕는 이동으로 포장해 관계를 깨지 않고 출구를 만든다.,L82432~L82611
472,472,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,10,8,8,0.18,0.37,0.12,0.22,0.11,다국가 언론·소송·선제 리콜을 동시에 터뜨려 일본 품질조작 공개 행동과 충격이 봉우리 친다,L82612~L82783
473,473,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,9,7,7,0.16,0.32,0.22,0.20,0.10,최재석 대신 책임을 떠안고 전국 정비망을 돌려 부품을 바꾸는 행동과 정치 신뢰가 크다,L82784~L82957
474,474,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,8,5,8,0.28,0.30,0.12,0.16,0.14,일본차 전수검사와 시험 관계자 포섭을 함께 진행해 조작증거를 좁힌다. 차량을 부수는 물리시험과 사람을 움직이는 조사가 맞물려 다음 공개폭로의 확실성을 높인다.,L82958~L83125
475,475,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,9,6,9,0.24,0.39,0.08,0.20,0.09,수백억 시험비로 여러 일본차를 분해·충돌시키며 조직적 조작을 물리적으로 드러낸다,L83126~L83318
476,476,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,8,6,8,0.18,0.36,0.16,0.18,0.12,베릴 특집과 기자회견·소송 시각을 맞추는 폭로 실행이 자료 설명보다 앞선다,L83319~L83505
477,477,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,8,8,7,0.18,0.12,0.14,0.17,0.39,"일본차 공개사과·생산중단·리콜과 태우차 공정영상·리콜 마무리·주가상승이 품질전의 현재 결과다. 소송배상과 최종폭락은 아직 없으며, 마지막 도시바의 러시아 공장계약 파기요청이 자동차전에서 자산협상으로 장면을 꺾는다.",L83506~L83688
478,478,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,7,5,6,0.21,0.16,0.32,0.08,0.23,러시아 계약 파기와 두 회사 매각을 맞바꾸고 반독점 연합까지 짠다. 한 계약의 손실을 여러 기업의 공동방어선으로 전환하는 협상 속도가 난다.,L83689~L83856
479,479,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,7,7,8,0.24,0.21,0.17,0.08,0.30,"핀테크은행을 미국 측 인수자로 세운 데이비드의 로비와 15일 반독점 해결 약속을 확인한다. 이어 3배 오른 유가와 800억~1천억 달러 차익을 미끼로 글로벌 석유사들의 유전 경쟁을 붙이고 연말 비트코인 숏까지 병행해, 여러 거래의 계약 직전 긴장이 빠르게 겹친다.",L83857~L84015
480,480,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,8,6,7,0.27,0.12,0.29,0.08,0.24,"금융타워가 코인 매수세를 더 끌어들이는 장면은 짧게 지나가고, 웨스팅하우스의 천문학적 적자를 근거로 도시바에 낮은 현금가를 밀어 넣는 협상이 중심을 잡는다. 러시아 공장 파기 탓에 가격 합의는 얻지만 소유권은 남고, 분식회계 전력이 도시바메모리의 다음 약점이 된다.",L84016~L84191
481,481,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,8,10,7,0.21,0.13,0.18,0.07,0.41,도시바메모리·웨스팅하우스 4조5500억 엔 인수계약과 잔여지분 45퍼센트 담보의 2조 엔 대출이 당일 서명으로 닫힌다. 카메코는 3년 매집지시만 있어 우라늄 지분취득을 지급하지 않고 다음 장기투자로 남긴다.,L84192~L84351
482,482,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,4,5,7,0.39,0.16,0.06,0.06,0.33,5% 금리·600만 파운드 청나라 채권을 경매·골동품상·미영 재단에서 6개월 안 최소 절반 모으라고 지시한다. 값싼 전략옵션의 계산과 담당자는 정해졌지만 실제 채권은 한 장도 확보되지 않아 계획 보상에 머문다.,L84352~L84522
483,483,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,8,7,8,0.20,0.32,0.10,0.10,0.28,비트코인 숏과 세력 봉쇄·유전 입찰을 동시에 실행해 금융 행동과 매각 기대가 강하다,L84523~L84702
484,484,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,8,9,6,0.16,0.18,0.09,0.08,0.49,"유전을 1,100억 달러에 매각하고 거래소 유동성까지 장악한다. 매각대금과 시장통제권이 같은 날 지급돼 에너지 자산이 금융 인프라로 환전된다.",L84703~L84875
485,485,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,4,8,7,0.22,0.08,0.42,0.17,0.11,워런에게 비트코인 가격 대신 금융 인프라와 세계 자금흐름을 설명해 버크셔의 150억 달러 재투자를 받아낸다. 저점을 정확히 잡은 국민연금 운용자를 보복하지 말고 영입하라는 마지막 지시가 큰 자금 보상을 한 사람 찾기로 부드럽게 낮춘다.,L84876~L85064
486,486,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,5,5,6,0.36,0.13,0.09,0.16,0.26,엔비디아 지분구조와 고가 희귀질환 치료제의 미래가치를 비교한다. 당장 현금화하지 않고 오래 들고 갈 기술자산을 고르는 판단이 두 산업을 한 투자표에 올린다.,L85065~L85225
487,487,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,5,8,7,0.22,0.22,0.14,0.10,0.32,센트리언 상장·위탁공장과 생산량 20퍼센트 늘어난 스마트 팹이 실물 성장으로 보인다,L85226~L85414
488,488,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,6,8,8,0.19,0.12,0.35,0.10,0.24,35억 달러 채권과 엔비디아 3%를 실제 교환해 태우증권 8% 이상·핀테크 포함 약 10%를 확인한다. 뱅가드·피델리티 각 7% 협상으로 25%·40%·최종 50% 경로가 열리지만 현재 보유를 통제권으로 부풀리지 않는다.,L85415~L85589
489,489,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,8,8,8,0.25,0.18,0.28,0.08,0.21,트럼프에게 미국채 매입과 중국 숏을 승인받아 정치관계가 금융 행동의 보호막이 된다,L85590~L85766
490,490,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,6,7,6,0.29,0.13,0.31,0.08,0.19,한정훈·머스크와 중국전과 우주·자율주행을 조율해 동맹관계와 전략정보가 오래 남는다,L85767~L85935
491,491,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,7,7,7,0.31,0.27,0.08,0.07,0.27,니콜라를 감시하면서 미국채 500억 달러 매입과 코인 재매수를 동시에 집행한다. 사기 위험을 지켜보는 방어선과 저점 자산을 사는 행동이 함께 움직여 현금의 다음 자리를 정한다.,L85936~L86107
492,492,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,7,8,8,0.21,0.12,0.28,0.08,0.31,"젝슨 황에게 200억 달러 합작공장, 생산량 70퍼센트 5년 선납, GPU 설계 200억 달러를 한꺼번에 제시하고 유상증자 지분 25퍼센트를 요구한다. 리사와의 5촌 관계까지 확인한 젝슨이 다음 날 대주주 회의를 돕겠다고 약속하지만 실제 400억 달러 계약과 지분 취득은 남는다.",L86108~L86288
493,493,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,8,6,7,0.37,0.14,0.12,0.06,0.31,관세 규모와 중국의 맞대응 한계를 설명하며 청나라 채권·홍콩 협상 가치를 계산한다,L86289~L86462
494,494,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,9,6,8,0.25,0.28,0.21,0.15,0.11,리강의 편들기 요구를 거절하고 대만 채권소각을 실행해 외교 행동과 정치 긴장이 솟는다,L86463~L86651
495,495,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,9,8,7,0.18,0.12,0.26,0.08,0.36,"리강이 5년간 금융활동 무제한과 5년 뒤 채권양도를 말로 수락해 정치적 문을 연다. 각 금융사 담당자가 세부조건을 만들기 시작할 뿐 계약 체결·실행 전이어서, 보상은 권한의 정치적 합의에 두고 문서화는 열린 고리로 남긴다.",L86652~L86827
496,496,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,7,8,6,0.20,0.17,0.33,0.13,0.17,"김정권에게 영상 각도를 돌려 니콜라 사기방식을 직접 보여 주고 2주 안 지분 매각, 새만금 공장·인력 배치를 조건으로 건다. 아버지 김성윤이 매각대금 전액과 본사 자금까지 새만금에 넣으라고 지시하는 끝에서 후계자의 납득이 그룹 투자 의무로 커진다.",L86828~L87002
497,497,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,6,6,7,0.22,0.09,0.39,0.22,0.08,중국 희토류 위협 앞에서 김민재가 처음으로 김태중에게 도움을 청한다. 해결책보다 할아버지에게 약한 모습을 보이는 순간이 두 사람의 신뢰와 염려를 동시에 드러낸다.,L87003~L87178
498,498,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,4,8,6,0.17,0.12,0.41,0.20,0.10,베트남의 오래된 인연을 통해 동파오 규제를 풀고 할아버지께 세계 1위를 약속하는 관계 보상이다,L87179~L87338
499,499,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,5,8,7,0.38,0.20,0.08,0.05,0.29,"희토류 점유율, 중국 공장이전과 HBM 3조 원 투자를 한 지도 위에서 계산한다. 공급망을 끊지 않으면서 생산거점을 옮길 순서를 맞추는 데 회차가 오래 걸린다.",L87339~L87506
500,500,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,7,7,7,0.28,0.22,0.18,0.08,0.24,"청와대의 새만금 규제법 준비에서 센트리언의 코로나 연구·공장·진단·마스크 공급망으로 이동한다. 서정준이 동의한 것은 건설비 150% 인수보증 아래 공장 신축에 더 많은 자금을 쓰는 일이며, 두 배 확대는 서술자의 가능성일 뿐 확정이 아니다. 자가진단키트팀 신설과 마스크업체 명단 제공이 이 화의 구체 실행 영수증이다.",L87507~L87668
501,501,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,7,6,6,0.25,0.30,0.10,0.09,0.26,마스크·음압병동 업체를 사들이고 유가 숏을 늘려 방역과 금융 방어를 동시에 실행한다,L87669~L87841
502,502,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,6,8,7,0.23,0.21,0.29,0.08,0.19,니콜라 사기를 공개한 뒤 오용재와 반도체·디스플레이 공조를 맺는다. 경쟁 재벌의 약점을 이용한 폭로가 국내 기술동맹이라는 실용적 보상으로 이어진다.,L87842~L88030
503,503,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,7,5,7,0.35,0.14,0.20,0.10,0.21,기술보호법·강제징용 판결·트럼프 재선을 엮어 한일 충돌의 방어 논리를 정리한다,L88031~L88181
504,504,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,5,7,7,0.18,0.13,0.33,0.07,0.29,트럼프와 골프를 치며 연 220억 달러 곡물 구매를 약속해 정치관계와 거래 규모가 크다,L88182~L88346
505,505,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,5,5,7,0.34,0.16,0.21,0.06,0.23,다이먼·데이비드와 비테라 인수와 농업위성 관측망을 설계하는 식량전 준비 회차다,L88347~L88514
506,506,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,8,5,8,0.26,0.32,0.18,0.14,0.10,"천민정이 확보한 디스플레이 기술유출 증거와 관련자 명단을 이영한에게 넘기고 경찰·검찰·국세청의 묵인 조건을 붙인다. 협력업체 이름과 임원·USB 수법은 다음 화에서 처음 나오므로, 이 화의 재미는 명동 집행자를 선택하고 처벌범위를 정하는 데 있다.",L88515~L88679
507,507,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,9,6,8,0.18,0.28,0.33,0.17,0.04,이영한은 양진태의 약점을 짚어 내부고발자로 돌아서게 만든다. 위협받던 사람이 증거를 건네는 쪽으로 바뀌며 기술유출 수사의 문이 내부에서 열린다.,L88680~L88865
508,508,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,8,8,6,0.25,0.31,0.12,0.13,0.19,암호화폐 흐름과 5조 피해를 공개해 기술보호법 통과를 밀어붙이는 제도 행동이 강하다,L88866~L89034
509,509,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,8,6,8,0.27,0.30,0.13,0.14,0.16,하버드 교수의 중국 연계를 폭로하고 국제 공조·공매도를 걸어 리강을 협상장으로 끌어낸다,L89035~L89193
510,510,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,8,8,7,0.24,0.17,0.34,0.10,0.15,"리강의 단계대응 수락 뒤 중국이 한국 기술자 700명 이상을 실제 해고하고 퇴직금도 주지 않은 피해가 회차 중량을 높인다. 국제 블랙리스트는 추진계획이고, 후반 미국행 비테라·곡물협상 예고가 기술인력전에서 식량전으로 넘어간다.",L89194~L89363
