sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
426,426,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,탄핵은 국정 공백만 길어진다고 압박하고 동시에 6월 23일 브렉시트 국민투표 투자 준비를 유지한다; 대통령이 긴급 담화에서 모든 책임을 지고 물러나겠다고 선언한다; 김민재와 최재석의 압박이 대통령의 전국 생중계 자진 사퇴 약속을 끌어낸다,10,10,10,0.11,0.24,0.17,0.27,0.21,"최재석과 김민재의 하야 압박, 6월 23일 브렉시트 포지션 점검이 교차하다 마지막 TV 담화에서 대통령이 모든 책임을 지고 물러나겠다고 공개 선언한다. 퇴임 절차 전이지만 국가 최고권력의 자진 사퇴 약속이 생중계로 고정되어 세 점수가 함께 드문 절정에 오른다."
427,427,DCA-N37,N37·700조 반도체도시와 해운 빅딜,정부는 인허가와 기반공사를 맡고 태우가 투자·기업 유치를 담당하는 구도를 최재석에게 제안한다; 최재석이 700조 반도체 도시 공약을 즉시 받아들인다; 김민재의 기업 구상이 국가 대선의 핵심 성장서사로 승격된다,8,8,6,0.23,0.13,0.27,0.10,0.27,"정부가 인허가·기반공사를 맡고 태우가 투자·기업 유치를 책임지는 역할표를 최재석에게 건넨다. 기업인의 구상이 대선 성장서사로 승격되는 관계·지위 보상 뒤, 토지와 고용을 실제 공약 영수증으로 바꾸는 일이 짧게 열린다."
428,428,DCA-N37,N37·700조 반도체도시와 해운 빅딜,토지공사 매각으로 받은 6조 지원금과 4조 보상금을 다시 부지에 투입하고 태우건설이 평생 유지보수 일자리와 용접공·일용직 대규모 채용을 설계하게 한다; 명동 자금 10조가 부지 재매입으로 돌아가고 고임금 장기 일자리가 전국 인력을 끌어들인다; 선거 공약이 토지·고용·공사 계약을 가진 실행사업으로 변한다,5,7,7,0.22,0.23,0.14,0.13,0.28,토지 10조 원과 평생 일자리 계획을 부지·채용안으로 내려보낸다. 선거구호에 머물던 개발 약속이 실제 땅과 사람의 배치로 바뀐다.
429,429,DCA-N37,N37·700조 반도체도시와 해운 빅딜,채권단 회의에서 합산 약 8조 원 적자와 현진가 무상감자·사재출연을 근거로 대규모 채무조정을 요구한다; 정치권을 장악한 투자 발표가 채권단에게 청산보다 통합 매각이 낫다는 압력으로 작동한다; 반도체 도시의 정치자본이 해운 구조조정 협상력으로 전환된다,8,5,7,0.24,0.12,0.29,0.08,0.27,8조 부채와 손실분담 계산을 놓고 채권단·오너가를 압박하는 숫자 중심 관계 협상이다
430,430,DCA-N37,N37·700조 반도체도시와 해운 빅딜,청산 시 회수액이 더 줄어든다는 계산과 이미 확보한 용선료 50% 인하안을 들이밀어 채권단의 두 배 탕감을 받아낸다; 1조6천억 원 채무 감면과 용선료 절반 인하가 확정되고 태우무역이 핵심 물류축으로 올라선다; 선거용 해운빅딜이 태우의 장기 글로벌 유통망으로 결산된다,7,8,7,0.15,0.15,0.24,0.11,0.35,1조6천억 채무감면과 용선료 절반을 확정해 해운빅딜의 실물 보상이 가장 크게 남는다
431,431,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,태우 자동차계열이 전기차 타이어 개발 명목으로 2조 원 이상 투자하게 하고 사우디 숙청 대상 정보를 빈 살만에게 제공한다; 투자를 통한 간접 승계지원과 2천 계좌 동결·왕족 200명 구금이 동시에 진행된다; 김민재의 동맹망이 국내 재벌에서 사우디 차기 권력까지 확대된다,9,7,8,0.18,0.28,0.25,0.16,0.13,대한타이어 승계를 지원하는 국내 협상과 사우디 왕족 체포 소식이 번갈아 온다. 한쪽에서는 후계자를 세우고 다른 쪽에서는 왕실 반대파가 제거돼 두 동맹의 안전판이 동시에 움직인다.
432,432,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,제공한 자산정보로 왕족들의 은닉재산을 끝까지 추궁하게 하고 사우디 석유기업 매각 가능성과 코로나기 저유가를 연결해 본다; 사우디가 500억 달러 이상을 회수하고 빈 살만이 차기 권력자로 공인된다; 정보 지원이 세계 최대 산유국의 절대적 신뢰로 환산된다,8,8,7,0.17,0.18,0.24,0.16,0.25,왕족 은닉재산 회수와 빈 살만의 권력 공인이 정보 지원을 신뢰와 자산으로 환산한다
433,433,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,최재석의 국익 중심 승리 연설을 지켜본 뒤 한 달 뒤 제리 왕과 용선료 재협상을 준비하고 유전자 가위 특허 자체 인수를 지시한다; 최재석 정부가 출범하고 김민재는 분쟁 당사자 모두를 사들이는 해법을 택한다; 정치권 장악이 해운·바이오의 다음 글로벌 협상으로 연결된다,8,9,8,0.15,0.12,0.20,0.23,0.30,최재석 정부 출범의 감정적 승리와 유전자 가위 특허 선점이 지위 보상 뒤 새 판을 연다
434,434,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,데이비드에게 각 진영 협상과 로비를 맡기고 무제한 연구비·한국 연구소를 제시하는 한편 로보의 유고빈 지분소송에는 AI 기술절도 맞소송을 준비한다; 방어해야 할 소송이 오히려 로보의 약점과 세계급 연구진 영입 명분을 제공한다; 유고빈 분쟁이 센트리언의 차세대 플랫폼 확보전으로 확대된다,8,7,9,0.27,0.15,0.18,0.13,0.27,특허분쟁·노보 맞소송을 설계하는 동안 브렉시트 결과가 나와 정보와 금융 보상이 균형을 이룬다
435,435,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,영국 성장률 하락폭을 재계산해 통화 거래를 집행하고 빈 살만의 왕세자 등극 축하전화를 받으며 향후 1년 이상 미중 분쟁 포지션을 준비한다; 조지의 모델이 다시 맞아떨어지고 빈 살만이 절대적 신뢰를 확인한다; 권력교체 세 건이 금융·외교 자산으로 결산되고 다음 세계분쟁으로 넘어간다,7,8,5,0.14,0.14,0.25,0.19,0.28,브렉시트 모델 적중과 빈 살만의 왕세자 신뢰 확인이 관계·권력·수익을 함께 결산한다
436,436,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,5년치 선납을 제시한 뒤 태우가 이미 60만 TEU 자가선복을 갖췄다고 공개해 계약 파기 시 직접 운항하겠다고 압박한다; 빌린 선복과 맞먹는 자가선박 60만 TEU가 드러나면서 협상 우위가 태우로 넘어간다; 부실 해운 인수의 약점이 선주들을 경쟁시키는 구매력으로 바뀐다,8,6,7,0.16,0.28,0.26,0.12,0.18,60만 TEU 자가선복을 공개해 선주 20명의 공동전선을 깨는 대면 협상 행동이 강하다
437,437,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,기존 용선료 50% 인하와 추가 5년 계약·미납금 선납을 묶어 당일 서명시키고 제리 왕에게 동맹 재편 정보를 받는다; 선주들은 갈라져 같은 날 서명하지만 2M의 현진 배제 의도가 새 장애로 드러난다; 원가구조는 정상화되고 경쟁축은 선주에서 글로벌 동맹으로 이동한다,8,7,6,0.24,0.20,0.23,0.08,0.25,용선료 계약을 끝낸 직후 2M 배제 구조를 알아내 원가 보상과 새 동맹 문제가 교차한다
438,438,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,과거 협업 중 로보가 AI 신약기술을 빼간 기록을 증거로 미국 대형 로펌의 맞소송을 제기하고 태우해운의 2M 가입도 병행한다; AI 기술절도 증거 때문에 로보 경영진이 오히려 패소와 배상 위험에 몰린다; 수세였던 바이오·해운 양쪽에서 상대 카르텔의 약점을 공격하기 시작한다,9,6,7,0.20,0.31,0.15,0.14,0.20,노보 AI 절도 증거로 맞소송을 제기하고 2M 가입도 병행해 양면 반격 행동이 솟는다
439,439,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,AI 절도 증거와 장기전 비용을 들이밀며 지분 요구를 거절하고 상호 무조건 취하 외에는 받지 않겠다고 버틴다; 러스가 지분협상 대신 소송 동시취하를 받아들일 수밖에 없는 구도로 몰린다; 센트리언이 로보와의 종속적 관계를 끊고 독자 권리를 지킨다,8,7,7,0.17,0.16,0.35,0.14,0.18,러스의 지분요구를 밀어내고 양측 소송 동시취하를 받아낸다. 누가 먼저 물러서느냐는 힘겨루기가 법적 전선을 닫는 상호양보로 바뀐다.
440,440,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,"태우해운의 전체 선복량이 약 280만 TEU·세계 4위임을 확인하고 50억 달러를 미국 해운·항만에 쓰는 독자 동맹안을 데이비드에게 맡긴다. 유전자 가위 연구진의 센트리언 방문을 재촉한 뒤 명동과 반도체 도시 토지·인력 확보를 점검한다; 2M 가입비 대신 미국을 움직이는 동맹안이 시작되고, 명동의 선매입 덕분에 반도체 도시 1구역 착공이 2년 이상 앞당겨진다; 태우해운의 세계 4위 규모와 반도체 도시 1구역의 선매입·7천억 원 차익·빠른 착공 기반을 확인한다. 미국 주도 해운동맹과 연구진 영입은 아직 진행 중이다",7,5,7,0.32,0.18,0.15,0.08,0.27,"태우해운의 약 280만 TEU·세계 4위 선복량을 확인하고 미국 해운·항만에 50억 달러를 쓰는 독자 동맹을 데이비드에게 맡긴다. 유전자 가위 연구진과 명동의 반도체도시 토지까지 훑는 사장단식 점검이 빠르게 이어지다가, 기존 주민을 해치지 않는 2·3구역 확장이 마지막 제약으로 남는다."
441,441,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,원격 이동 가능한 거점 주차장을 매입하게 하고 버클리·브로드 팀을 따로 초청해 mRNA와 돌연변이 연구시설을 여섯 시간 넘게 보여 준다; 예정된 투어를 넘긴 연구진이 센트리언 기술에 빠져 질문을 멈추지 않는다; 렌터카 실험과 바이오 시설이 각각 시장·인재 선점 플랫폼이 된다,4,6,6,0.26,0.16,0.34,0.12,0.12,버클리와 브로드 연구진에게 시설을 직접 보여 주고 질문을 받아 준다. 연봉표보다 실험실과 장비를 함께 보는 시간이 길어 낯선 연구자들의 호기심이 신뢰로 바뀐다.
442,442,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,두 배 연봉·무제한 연구비·IIT 교수직을 제시하며 모든 유전자 가위 권리를 센트리언·태우와 공유하는 합의를 끌어낸다; 두 팀이 같은 달 한국 연구센터를 열고 특허를 공동 사용하기로 합의한다; 센트리언이 mRNA에 이어 유전자 가위 플랫폼까지 확보한다,6,7,8,0.20,0.12,0.40,0.12,0.16,연봉·무제한 연구비·공동특허 조건을 내밀어 원수처럼 맞서던 두 연구팀을 한 표에 앉힌다. 개인 감정을 누를 만큼 구체적인 연구환경이 제시되며 합의가 성립한다.
443,443,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,최정예 변호인단과 최고 수준 보수·연구비를 약속하고 핵심 연구진이 빠져나가지 못하도록 일괄 영입한다; 김진우가 태우를 적이 아닌 확실한 편으로 받아들이고 팀 전체가 합류한다; 김진우와 핵심 연구진이 태우의 법률 방어·최고 보수·연구비 약속을 받아들이고 팀 보존·합류를 결정한다. 누명 해소 판결은 아직 전이다,4,7,7,0.17,0.13,0.40,0.19,0.11,"최정예 변호인단과 최고 수준 보수·연구비를 한꺼번에 내걸어 김진우와 핵심 연구진의 이탈을 막는다. 팀 보존과 합류는 그 자리에서 지급되지만 누명 해소 판결은 없고, 끝은 사드 불매와 미중 갈등을 버틸 자본 규모로 시야를 넓힌다."
444,444,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,러스트벨트와 경합주 결과를 따라 포지션을 유지하고 50억 달러 미국 투자계획을 트럼프 캠프에 연결한다; 트럼프가 핵심 주를 뒤집어 당선되고 승리 직후 김민재에게 먼저 전화한다; 금융 베팅이 미국 대통령과의 직통관계로 격상된다,9,9,8,0.16,0.17,0.19,0.25,0.23,예측을 거슬러 트럼프가 당선되고 먼저 전화하는 선거 긴장·환희·권력 보상이 봉우리다
445,445,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,미국 투자약속을 공식화한 뒤 리강·칭화 회장의 반도체 기술매각 요구를 거절하고 천민정의 무단접속 기록을 200명 명단의 이중소속 정보와 대조한다; 200명 명단에서 칭화 기획조직과 태우반도체에 동시에 걸친 산업스파이 후보 한 명이 드러난다; 미국 동맹 강화와 동시에 중국과의 기술전선이 내부로 선명해진다,9,6,8,0.24,0.23,0.13,0.16,0.24,"미국 해운투자 약속을 공식화하고 중국 측 반도체 기술매각 요구를 거절한 뒤, 천민정의 무단접속 기록을 200명 이중소속 명단과 대조한다. 한 산업스파이 후보를 좁힌 것이 지급이며 이름·계좌·접촉선과 실제 유출증거는 다음 화부터 확인한다."
446,446,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,천민정에게 접근 가능한 자료를 그럴듯하게 오염시키고 추가 스파이 전수조사와 연말 성과점검을 함께 지시한다; 정영근의 배후·대가가 확인되어 통제 가능한 이중통로로 전환된다; 내부 침투 피해가 중국 경쟁사의 자멸을 유도하는 공격자산이 된다,8,5,8,0.28,0.30,0.10,0.12,0.20,조작기술을 미끼로 심고 배후 스파이를 전수조사한다. 가짜 정보를 일부러 흘린 뒤 누가 움직이는지 기다리는 통제된 역정보전이라 행동을 서두르지 않는다.
447,447,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,외국 대형 해운동맹이 미국 중소 해운사를 죽인다고 아메리카 퍼스트 논리로 설득하고 미국 투자·고용 계획을 제시한다; 트럼프가 연방해사위원회 권한강화와 카르텔 조사를 즉석에서 지지한다; 태우의 사적 가입 실패가 미국 국가규제라는 공세로 뒤집힌다,8,8,7,0.17,0.26,0.29,0.10,0.18,취임한 트럼프에게 미국 고용 논리로 카르텔 조사를 받아내는 정치관계와 실행이 강하다
