ordinal,arc_id,start_sequence,end_sequence,source_arc_ids,decision,arc_name,dominant_question,evidence_anchor,boundary_line_evidence,predecessor_payoff,next_first_action,bridge_climax_ownership,ledger_sha256,source_sha256
121,DCA-N64,691,693,DCA-N64,SPLIT,전기차 화재의제와 산업스파이 역추적,전기차 화재의제와 산업스파이 역추적의 약속을 유출제보자에게 보너스가 지급되고 범죄자 자산환수·유럽 보조금 재설계안이 확정된다.까지 실제 장면으로 결산하는가?,L120347~L120364,L120347~L120364; predecessor=690화 L119760~L119910: 사우디 원화스와프·원화 원유결제와 유럽 원전·방산 원화금융이 성립된다.; next=691화 L119911~L120062: 고체배터리 가격장벽을 넘기 위해 전기차 화재·한파를 뉴스 의제로 설계하고 최재석에게 정책지원과 국민경제당 후계구도를 논의한다.,690화 L119760~L119910: 사우디 원화스와프·원화 원유결제와 유럽 원전·방산 원화금융이 성립된다.,691화 L119911~L120062: 고체배터리 가격장벽을 넘기 위해 전기차 화재·한파를 뉴스 의제로 설계하고 최재석에게 정책지원과 국민경제당 후계구도를 논의한다.,693화의 지급 ‘유출제보자에게 보너스가 지급되고 범죄자 자산환수·유럽 보조금 재설계안이 확정된다.’은 DCA-N64 소유다. 끝 훅 ‘동유럽 정상들이 금융타워 중심 경제블록에 동의할지가 남는다.’은 bridge이고 694화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
122,DCA-N64B,694,696,DCA-N64,SPLIT,동유럽 경제블록과 중국차 공동관세,동유럽 경제블록과 중국차 공동관세의 약속을 고체배터리 배정과 중국 전기차 관세 공동로비가 자동차동맹에서 합의된다.까지 실제 장면으로 결산하는가?,L120347~L120364,L120347~L120364; predecessor=693화 L120209~L120355: 유출제보자에게 보너스가 지급되고 범죄자 자산환수·유럽 보조금 재설계안이 확정된다.; next=694화 L120356~L120504: 폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 중심 경제블록을 제안한다,693화 L120209~L120355: 유출제보자에게 보너스가 지급되고 범죄자 자산환수·유럽 보조금 재설계안이 확정된다.,694화 L120356~L120504: 폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 중심 경제블록을 제안한다,696화의 지급 ‘고체배터리 배정과 중국 전기차 관세 공동로비가 자동차동맹에서 합의된다.’은 DCA-N64B 소유다. 끝 훅 ‘자동차동맹의 중국 전기차 관세 공동로비가 미국·EU의 실제 정책과 시장확대로 이어질 것인가?’은 bridge이고 697화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
123,DCA-N65,697,710,DCA-N65+DCA-N66,MERGE,오셔닉스·고체배터리와 사우디 부산엑스포 철회,해상도시·고체배터리·외교를 부산엑스포 실물증거로 바꿔 사우디를 후보에서 철회시키는가?,L122141~L122171;L122803~L122832,L122141~L122171;L122803~L122832; predecessor=696화 L120656~L120801: 고체배터리 배정과 중국 전기차 관세 공동로비가 자동차동맹에서 합의된다.; next=697화 L120802~L120950: 미국 대중관세 시점을 점검하고 오셔닉스 해상도시에 AI 데이터센터를 결합한다,696화 L120656~L120801: 고체배터리 배정과 중국 전기차 관세 공동로비가 자동차동맹에서 합의된다.,697화 L120802~L120950: 미국 대중관세 시점을 점검하고 오셔닉스 해상도시에 AI 데이터센터를 결합한다,710화 사우디 엑스포 공식 철회·아람코 0.6% 계약은 이 Arc climax다. 일본 D-DAY는 후속 bridge이고 711화 러우전·중국특구 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
124,DCA-N67,711,715,DCA-N67,SPLIT,중국 임시가입·경제특구와 철수 안전장치,중국 자동차 임시가입과 경제특구 계열사·철수 안전장치를 통제 가능한 조건으로 고정하는가?,L122803~L122965;L123629~L123756,L122803~L122965;L123629~L123756; predecessor=710화 L122799~L122944: 아람코 0.6퍼센트 지분을 확보하고 일본 금융공격일을 정할 권한을 조지에게 준다. D-DAY 날짜는 아직 미정이다.; next=711화 L122945~L123129: 바흐무트 승리 뒤 바그너 불만과 엔비디아 사기꾼을 확인하고 중국 특혜의 독을 경계한다,710화 L122799~L122944: 아람코 0.6퍼센트 지분을 확보하고 일본 금융공격일을 정할 권한을 조지에게 준다. D-DAY 날짜는 아직 미정이다.,711화 L122945~L123129: 바흐무트 승리 뒤 바그너 불만과 엔비디아 사기꾼을 확인하고 중국 특혜의 독을 경계한다,715화 중국 임시가입·경제특구·철수 안전장치는 이 Arc 결산이다. 말미 바그너 반란 결의는 bridge이고 실제 보고·대응은 716화 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
125,DCA-N67B,716,720,DCA-N67,SPLIT,바그너 반란 대응과 신속무기·북방 경제영토,바그너 반란을 미국 승인·신속 무기공급·북방 경제영토의 비가역 지급으로 바꾸는가?,L123758~L123803;L124541~L124608,L123758~L123803;L124541~L124608; predecessor=715화 L123643~L123789: 철수권을 가진 중국특구 진출이 명령되고 프리고진의 러시아행·반란이 시작된다.; next=716화 L123790~L123950: 바그너 반란의 자금·가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시킨다,715화 L123643~L123789: 철수권을 가진 중국특구 진출이 명령되고 프리고진의 러시아행·반란이 시작된다.,716화 L123790~L123950: 바그너 반란의 자금·가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시킨다,720화의 지급 ‘미국승인·수에즈 우선운송이 확보되고 중국특구·북방육로 경제영토 구상이 완성된다.’은 DCA-N67B 소유다. 끝 훅 ‘미국 승인·수에즈 우선운송과 유라시아 경제영토 설계를 김민재 개인 이후에도 유지될 제도·거버넌스로 만들 수 있는가?’은 bridge이고 721화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
126,DCA-N68,721,731,DCA-N68+DCA-N69+DCA-N70,MERGE_SHIFT,푸틴·프리고진·서방·젤렌스키 휴전 중재,푸틴·프리고진·백악관·EU·젤렌스키를 차례로 설득해 벨라루스 휴전협상 합의를 얻는가?,L124613~L124635;L125393~L125426;L126211~L126233,L124613~L124635;L125393~L125426;L126211~L126233; predecessor=720화 L124453~L124612: 미국승인·수에즈 우선운송이 확보되고 중국특구·북방육로 경제영토 구상이 완성된다.; next=721화 L124613~L124802: 바그너와 우크라이나의 가스관 장악을 이용해 최재석과 직접 러시아 중재에 나서기로 한다,720화 L124453~L124612: 미국승인·수에즈 우선운송이 확보되고 중국특구·북방육로 경제영토 구상이 완성된다.,721화 L124613~L124802: 바그너와 우크라이나의 가스관 장악을 이용해 최재석과 직접 러시아 중재에 나서기로 한다,731화 벨라루스 휴전협상 합의는 이 Arc climax다. 후반 이스라엘·일본은 bridge이며 일본 정부 대응·협상요청은 732화 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
127,DCA-N70,732,735,DCA-N70,SHIFT,일본 엔화 상환·3대은행 지분과 야당 집권통로,일본 엔화 조기상환 충격을 3대은행 지분과 야당 집권통로로 회수하는가?,L126220~L126233;L126383~L126405,"L126220~L126233;L126383~L126405; predecessor=731화 L126216~L126382: 엔캐리 전액청산이 실행되고 일본에서 빠져나온 자금을 금융타워가 흡수한다.; next=732화 L126383~L126556: 전액상환 충격을 받은 일본 금융청의 30조 엔 대응회의와 미국의 환율관찰국 지정을 확인하고, 일본의 협상요청에 김민재·한 부회장 투트랙으로 대응한다.",731화 L126216~L126382: 엔캐리 전액청산이 실행되고 일본에서 빠져나온 자금을 금융타워가 흡수한다.,"732화 L126383~L126556: 전액상환 충격을 받은 일본 금융청의 30조 엔 대응회의와 미국의 환율관찰국 지정을 확인하고, 일본의 협상요청에 김민재·한 부회장 투트랙으로 대응한다.",735화의 지급 ‘금융타워가 일본 3대 은행 지분과 합법적 야권자금 통로를 확보하고 건설사 검은돈을 배제한다.’은 DCA-N70 소유다. 끝 훅 ‘기시다 퇴진·중의원 해산 뒤 일본선거와 중동기습·러우휴전이 같은 시각에 겹칠 위험이 열린다.’은 bridge이고 736화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
128,DCA-N71,736,739,DCA-N71,KEEP,러우 휴전·일본 야당과 하마스 민간인 방어,러우 휴전·일본 야당과 하마스 민간인 방어의 약속을 AI 드론·PMC가 하마스 기습의 대규모 민간인 학살을 저지한다. 일본 총선승리는 이 화의 새 지급이 아니라 진입 배경이다.까지 실제 장면으로 결산하는가?,L127050~L127739,L127050~L127739; predecessor=735화 L126890~L127049: 금융타워가 일본 3대 은행 지분과 합법적 야권자금 통로를 확보하고 건설사 검은돈을 배제한다.; next=736화 L127050~L127212: 기시다 퇴진·중의원 해산 속 하마스 패러글라이더 침공과 러우 휴전 서명을 동시에 대비한다,735화 L126890~L127049: 금융타워가 일본 3대 은행 지분과 합법적 야권자금 통로를 확보하고 건설사 검은돈을 배제한다.,736화 L127050~L127212: 기시다 퇴진·중의원 해산 속 하마스 패러글라이더 침공과 러우 휴전 서명을 동시에 대비한다,739화의 지급 ‘AI 드론·PMC가 하마스 기습의 대규모 민간인 학살을 저지한다. 일본 총선승리는 이 화의 새 지급이 아니라 진입 배경이다.’은 DCA-N71 소유다. 끝 훅 ‘민간인 구조를 위해 쓴 PMC 비용과 약속된 국제보상을 미국이 어떤 범위로 인정할 것인가?’은 bridge이고 740화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
129,DCA-N72,740,744,DCA-N72,KEEP,하마스 방어 보상을 러시아·미국·일본 질서로 고정,하마스 방어 보상을 러시아·미국·일본 질서로 고정의 약속을 AI 금융플랫폼의 일본 적용준비와 중국진입 투자안이 구체화된다.까지 실제 장면으로 결산하는가?,L127740~L128566,L127740~L128566; predecessor=739화 L127540~L127739: AI 드론·PMC가 하마스 기습의 대규모 민간인 학살을 저지한다. 일본 총선승리는 이 화의 새 지급이 아니라 진입 배경이다.; next=740화 L127740~L127898: 미국대사에게 PMC 비용·미국 기업 동등대우·우크라이나 재건 중심권을 받아 낸 뒤 러시아 전후투자를 서두른다,739화 L127540~L127739: AI 드론·PMC가 하마스 기습의 대규모 민간인 학살을 저지한다. 일본 총선승리는 이 화의 새 지급이 아니라 진입 배경이다.,740화 L127740~L127898: 미국대사에게 PMC 비용·미국 기업 동등대우·우크라이나 재건 중심권을 받아 낸 뒤 러시아 전후투자를 서두른다,"744화의 지급 ‘AI 금융플랫폼의 일본 적용준비와 중국진입 투자안이 구체화된다.’은 DCA-N72 소유다. 끝 훅 ‘천민정의 AI 금융플랫폼과 중국 투자안이 아시아 표준으로 확장될 동안, 김민재가 떠올린 새 기술·사적 미래는 무엇인가?’은 bridge이고 745화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
130,DCA-N73,745,748,DCA-N73,KEEP,김태중 대북특사·횡단철도와 고체배터리 우주확장,김태중 대북특사·횡단철도와 고체배터리 우주확장의 약속을 우주선용 고체배터리 공장·탈부착 표준이 합의되고 일본 AI 금융플랫폼이 출시된다.까지 실제 장면으로 결산하는가?,L129062~L129077,L129062~L129077; predecessor=744화 L128421~L128566: AI 금융플랫폼의 일본 적용준비와 중국진입 투자안이 구체화된다.; next=745화 L128567~L128730: 김태중이 대북특사를 자청하고 손자 김민재가 할아버지의 안전보장과 선물을 준비한다.,744화 L128421~L128566: AI 금융플랫폼의 일본 적용준비와 중국진입 투자안이 구체화된다.,745화 L128567~L128730: 김태중이 대북특사를 자청하고 손자 김민재가 할아버지의 안전보장과 선물을 준비한다.,"748화의 지급 ‘우주선용 고체배터리 공장·탈부착 표준이 합의되고 일본 AI 금융플랫폼이 출시된다.’은 DCA-N73 소유다. 끝 훅 ‘우주배터리 표준과 일본 AI 플랫폼을 실제 반복수익으로 키우고, 북한 횡단철도 합의를 현장 착공으로 바꿀 수 있는가?’은 bridge이고 749화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
131,DCA-N74,749,751,DCA-N74,KEEP,횡단철도·노벨상과 초음파 조손 가족완성,"횡단철도·노벨상과 초음파 조손 가족완성의 약속을 김태중의 한국 잔류, 조손 화해, 천민정의 임신·결혼과 초음파 사진이 지급된다.까지 실제 장면으로 결산하는가?",L129225~L129777,L129225~L129777; predecessor=748화 L129070~L129224: 우주선용 고체배터리 공장·탈부착 표준이 합의되고 일본 AI 금융플랫폼이 출시된다.; next=749화 L129225~L129398: 북한 횡단철도 첫 삽 뒤 천민정의 AI 코로나·희귀질병 치료제 공로 노벨 화학상 소식을 받는다.,748화 L129070~L129224: 우주선용 고체배터리 공장·탈부착 표준이 합의되고 일본 AI 금융플랫폼이 출시된다.,749화 L129225~L129398: 북한 횡단철도 첫 삽 뒤 천민정의 AI 코로나·희귀질병 치료제 공로 노벨 화학상 소식을 받는다.,751화 조손 화해·김태중 한국 잔류·임신·결혼은 최종 Arc climax이며 후속 사건 대신 새 가정의 책임을 남긴다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
